country,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG
2010,48134.0,48134.0,48134.0,48134.0,-2031.3,-2369.6,-2369.6,-2369.6,-2369.6,1661720.9,1661720.9,736799.1,1661720.9,1661720.9,247.824346355,30.028004592,10.125398164,10.125398164,92.936330548,670523.7,670523.7,670523.7,670523.7,5533903.9,805922.3,,,,,,1319370.4,1319370.4,1319370.4,1319370.4,246.072109643,536172.3,536172.3,536172.3,536172.3,1067391.7,1067391.7,473276.4,1067391.7,1067391.7,232.711907165,30.903555355,11.188190503,11.188190503,88.0127132,458675.2,458675.2,458675.2,458675.2,3453944.7,503010.4,251978.7,251978.7,111726.1,251978.7,251978.7,325.145949807,29.203295049,5.452175629,5.452175629,80.065632301,77497.1,77497.1,77497.1,77497.1,862843.3,125659.0,294216.6,294216.6,294216.6,294216.6,215.19488982,136721.0,136721.0,136721.0,136721.0,276534.7,276534.7,122614.2,276534.7,276534.7,211.344050257,32.13135221,26.254583734,26.254583734,92.860831037,130845.8,130845.8,130845.8,130845.8,860638.3,125337.8,276534.7,276534.7,130845.8,130845.8,130845.8,130845.8,158616.2,158616.2,61385.5,61385.5,61385.5,61385.5,86982.8,86982.8,53463.2,53463.2,29679.4,29679.4,15512.2,15512.2,1256.3,1256.3,484.9,484.9,17681.8,17681.8,17681.8,17681.8,5875.2,5875.2,5875.2,5875.2,17681.8,17681.8,17681.8,17681.8,5875.2,5875.2,5875.2,5875.2,,,,,,,,,314627.3,314627.3,139504.2,314627.3,314627.3,202.852004607,43.008696358,13.896913605,13.896913605,114.7574565,155101.9,155101.9,155101.9,155101.9,731543.5,106537.3,266493.3,266493.3,118161.9,266493.3,266493.3,169.232787343,42.528359226,35.204417319,35.204417319,89.329557895,157471.5,157471.5,157471.5,157471.5,626625.0,91257.6,2.25532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251559.1
2011,36874.8,36874.8,36874.8,36874.8,-120.4,-30623.5,-30623.5,-30623.5,-30623.5,2179024.1,2179024.1,797263.9,2179024.1,2179024.1,306.567321384,37.145684311,6.003951689,6.003951689,98.516182935,710781.6,710781.6,710781.6,710781.6,5866156.8,854309.4,,,,,,1741242.4,1741242.4,1741242.4,1741242.4,298.83240839,582681.9,582681.9,582681.9,582681.9,1399376.3,1399376.3,512005.4,1399376.3,1399376.3,278.956288438,37.044692755,9.368718976,9.368718976,96.258376963,501647.2,501647.2,501647.2,501647.2,3777535.1,550136.0,341866.1,341866.1,125082.4,341866.1,341866.1,421.8758751,37.891185979,4.564909532,4.564909532,83.720555982,81034.8,81034.8,81034.8,81034.8,902231.3,131395.2,400906.9,400906.9,400906.9,400906.9,252.582501756,158723.1,158723.1,158723.1,158723.1,375844.3,375844.3,137514.3,375844.3,375844.3,244.715642806,37.204948523,17.377962335,17.377962335,108.998151278,153584.1,153584.1,153584.1,153584.1,1010199.7,147119.0,375844.3,375844.3,153584.1,153584.1,153584.1,153584.1,216529.6,216529.6,67035.0,67035.0,67035.0,67035.0,114878.1,114878.1,66101.0,66101.0,42868.4,42868.4,19960.6,19960.6,1568.2,1568.2,487.5,487.5,25062.6,25062.6,25062.6,25062.6,5139.0,5139.0,5139.0,5139.0,25062.6,25062.6,25062.6,25062.6,5139.0,5139.0,5139.0,5139.0,,,,,,,,,402012.7,402012.7,147088.9,402012.7,402012.7,248.867593924,52.764924858,4.148814817,4.148814817,119.518530859,161536.8,161536.8,161536.8,161536.8,761893.8,110957.3,365137.9,365137.9,133597.1,365137.9,365137.9,190.017395392,47.751550851,22.028616588,22.028616588,109.007623703,192160.2,192160.2,192160.2,192160.2,764661.8,111360.4,2.73313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178958.7
2012,51417.6,51417.6,51417.6,51417.6,-182.5,-28174.0,-28174.0,-28174.0,-28174.0,2637913.8,2637913.8,819697.9,2637913.8,2637913.8,374.977453362,45.434699444,-1.026420465,-1.026420465,97.504992673,703486.0,703486.0,703486.0,703486.0,5805945.4,845540.6,,,,,,2151188.1,2151188.1,2151188.1,2151188.1,364.182117052,590690.2,590690.2,590690.2,590690.2,1712095.8,1712095.8,532011.8,1712095.8,1712095.8,337.547096782,44.825404585,1.110281791,1.110281791,97.327116194,507216.9,507216.9,507216.9,507216.9,3819476.4,556244.0,439092.3,439092.3,136442.3,439092.3,439092.3,526.026966448,47.24561605,3.009296046,3.009296046,86.239955363,83473.3,83473.3,83473.3,83473.3,929382.1,135349.2,435308.2,435308.2,435308.2,435308.2,308.795258638,140969.8,140969.8,140969.8,140969.8,418307.9,418307.9,129983.8,418307.9,418307.9,293.10159344,44.561228579,-7.075201163,-7.075201163,101.286312812,142717.7,142717.7,142717.7,142717.7,938726.0,136710.0,418307.9,418307.9,142717.7,142717.7,142717.7,142717.7,251970.1,251970.1,64928.9,64928.9,64928.9,64928.9,117407.0,117407.0,59150.6,59150.6,47100.9,47100.9,18143.0,18143.0,1829.9,1829.9,495.2,495.2,17000.3,17000.3,17000.3,17000.3,-1747.9,-1747.9,-1747.9,-1747.9,17000.3,17000.3,17000.3,17000.3,-1747.9,-1747.9,-1747.9,-1747.9,,,,,,,,,428340.7,428340.7,133101.4,428340.7,428340.7,276.526642136,58.629198215,-4.108311341,-4.108311341,114.608337501,154900.4,154900.4,154900.4,154900.4,730592.9,106398.9,376923.1,376923.1,117124.0,376923.1,376923.1,205.885226268,51.739151731,-4.728263191,-4.728263191,103.853456357,183074.4,183074.4,183074.4,183074.4,728506.6,106095.0,3.21815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116274.6
2013,-3334.3,-3334.3,-3334.3,-3334.3,8.2,-40735.5,-40735.5,-40735.5,-40735.5,3348308.5,3348308.5,849616.0,3348308.5,3348308.5,464.780047749,56.315764022,2.405323788,2.405323788,99.850303456,720407.1,720407.1,720407.1,720407.1,5945597.2,865878.6,,,,,,2772191.9,2772191.9,2772191.9,2772191.9,451.798145335,613590.8,613590.8,613590.8,613590.8,2209467.3,2209467.3,560640.9,2209467.3,2209467.3,420.310881018,55.816226751,3.639011965,3.639011965,100.868861598,525674.5,525674.5,525674.5,525674.5,3958467.6,576485.8,562724.7,562724.7,142788.5,562724.7,562724.7,640.068753415,57.488388425,5.322587421,5.322587421,90.830152379,87916.3,87916.3,87916.3,87916.3,978849.3,142553.3,579450.9,579450.9,579450.9,579450.9,392.710235978,147551.8,147551.8,147551.8,147551.8,545423.1,545423.1,138398.3,545423.1,545423.1,373.432768729,56.774249402,2.339489636,2.339489636,103.655895603,146056.6,146056.6,146056.6,146056.6,960687.4,139908.4,545423.1,545423.1,146056.6,146056.6,146056.6,146056.6,326936.2,326936.2,65429.3,65429.3,65429.3,65429.3,150745.4,150745.4,59098.8,59098.8,65627.2,65627.2,21000.1,21000.1,2114.2,2114.2,528.4,528.4,34027.8,34027.8,34027.8,34027.8,1495.2,1495.2,1495.2,1495.2,34027.8,34027.8,34027.8,34027.8,1495.2,1495.2,1495.2,1495.2,,,,,,,,,489428.1,489428.1,124189.8,489428.1,489428.1,327.491659025,69.434804699,-3.520240327,-3.520240327,110.573848587,149447.5,149447.5,149447.5,149447.5,704874.2,102653.4,492762.4,492762.4,125035.9,492762.4,492762.4,259.099117734,65.111852894,3.882880964,3.882880964,107.885962444,190183.0,190183.0,190183.0,190183.0,756793.7,110214.6,3.94097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99512.3
2014,18507.0,18507.0,18507.0,18507.0,-63.1,-29332.7,-29332.7,-29332.7,-29332.7,4579086.4,4579086.4,839896.7,4579086.4,4579086.4,652.007262632,79.001427279,-2.512615328,-2.512615328,97.341449426,702306.0,702306.0,702306.0,702306.0,5796207.2,844122.4,,,,,,3770097.2,3770097.2,3770097.2,3770097.2,635.477592806,593269.9,593269.9,593269.9,593269.9,2993947.7,2993947.7,549150.3,2993947.7,2993947.7,595.497117833,79.08051792,-4.358228237,-4.358228237,96.47276639,502764.4,502764.4,502764.4,502764.4,3785948.6,551361.3,776149.5,776149.5,142361.4,776149.5,776149.5,857.57207624,77.023657784,2.945030421,2.945030421,93.505127998,90505.4,90505.4,90505.4,90505.4,1007676.7,146751.6,790482.2,790482.2,790482.2,790482.2,571.286347877,138368.8,138368.8,138368.8,138368.8,731735.9,731735.9,134215.1,731735.9,731735.9,537.291874176,81.686304525,-6.755547465,-6.755547465,96.653372375,136189.6,136189.6,136189.6,136189.6,895787.7,130456.8,731735.9,731735.9,136189.6,136189.6,136189.6,136189.6,446931.1,446931.1,63819.0,63819.0,63819.0,63819.0,205117.4,205117.4,55408.3,55408.3,76626.4,76626.4,16433.0,16433.0,3061.1,3061.1,529.4,529.4,58746.3,58746.3,58746.3,58746.3,2179.2,2179.2,2179.2,2179.2,58746.3,58746.3,58746.3,58746.3,2179.2,2179.2,2179.2,2179.2,,,,,,,,,659639.3,659639.3,120991.1,659639.3,659639.3,474.501610235,100.603864948,-6.979167467,-6.979167467,102.85671452,139017.3,139017.3,139017.3,139017.3,655679.9,95489.0,641132.3,641132.3,117596.6,641132.3,641132.3,380.833049933,95.703704981,-11.479994941,-11.479994941,95.500659414,168350.0,168350.0,168350.0,168350.0,669913.8,97561.9,5.45196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121028.1
2015,-64006.3,-64006.3,-64006.3,-64006.3,155.6,-41125.2,-41125.2,-41125.2,-41125.2,5954510.9,5954510.9,867176.8,5954510.9,5954510.9,825.310738154,100.0,2.731159839,2.731159839,100.0,721487.1,721487.1,721487.1,721487.1,5954510.9,867176.8,,,,,,5002040.3,5002040.3,5002040.3,5002040.3,809.472242634,617938.5,617938.5,617938.5,617938.5,3924370.3,3924370.3,571520.1,3924370.3,3924370.3,753.026324934,100.0,3.656196191,3.656196191,100.0,521146.5,521146.5,521146.5,521146.5,3924370.3,571520.1,1077670.0,1077670.0,156944.9,1077670.0,1077670.0,1113.387887453,100.0,6.946006215,6.946006215,100.0,96792.0,96792.0,96792.0,96792.0,1077670.0,156944.9,1016477.0,1016477.0,1016477.0,1016477.0,702.598748846,144673.9,144673.9,144673.9,144673.9,926804.4,926804.4,134973.9,926804.4,926804.4,657.750252382,100.0,3.462504766,3.462504766,100.0,140905.2,140905.2,140905.2,140905.2,926804.4,134973.9,926804.4,926804.4,140905.2,140905.2,140905.2,140905.2,564355.1,564355.1,65283.9,65283.9,65283.9,65283.9,257425.9,257425.9,58662.2,58662.2,101261.6,101261.6,16422.1,16422.1,3761.7,3761.7,536.9,536.9,89672.5,89672.5,89672.5,89672.5,3768.7,3768.7,3768.7,3768.7,89672.5,89672.5,89672.5,89672.5,3768.7,3768.7,3768.7,3768.7,,,,,0.0,0.0,0.0,0.0,637469.2,637469.2,92836.9,637469.2,637469.2,471.653460313,100.0,-2.777372905,-2.777372905,100.0,135156.3,135156.3,135156.3,135156.3,637469.2,92836.9,701475.6,701475.6,102158.4,701475.6,701475.6,397.929265132,100.0,4.711318868,4.711318868,100.0,176281.5,176281.5,176281.5,176281.5,701475.6,102158.4,6.86655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89672.5
2016,-85548.0,-85548.0,-85548.0,-85548.0,193.5,-44205.4,-44205.4,-44205.4,-44205.4,8228159.6,8228159.6,885227.5,8228159.6,8228159.6,1164.673396739,141.119379998,-2.080327847,-2.080327847,97.919672153,706477.8,706477.8,706477.8,706477.8,5830637.5,849136.6,0.0,0.0,0.0,0.0,0.0,6860349.0,6860349.0,6860349.0,6860349.0,1118.478231729,613364.5,613364.5,613364.5,613364.5,5407702.1,5407702.1,581788.3,5407702.1,5407702.1,1045.815085076,138.88161017,-0.780270394,-0.780270394,99.219729606,517080.1,517080.1,517080.1,517080.1,3893749.6,567060.7,1452646.9,1452646.9,156283.2,1452646.9,1452646.9,1508.704126936,135.505706855,-0.524375724,-0.524375724,99.475624276,96284.4,96284.4,96284.4,96284.4,1072019.0,156122.0,1453358.6,1453358.6,1453358.6,1453358.6,1058.383686701,137318.7,137318.7,137318.7,137318.7,1174352.8,1174352.8,126342.9,1174352.8,1174352.8,884.547870322,134.480810478,-5.778469181,-5.778469181,94.221530819,132763.1,132763.1,132763.1,132763.1,873249.3,127174.4,1174352.8,1174352.8,132763.1,132763.1,132763.1,132763.1,660137.8,660137.8,56744.9,56744.9,56744.9,56744.9,353166.2,353166.2,57194.7,57194.7,155701.6,155701.6,18291.3,18291.3,5347.3,5347.3,532.2,532.2,279005.8,279005.8,279005.8,279005.8,4555.6,4555.6,4555.6,4555.6,279005.8,279005.8,279005.8,279005.8,4555.6,4555.6,4555.6,4555.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030749.4,1030749.4,110893.3,1030749.4,1030749.4,724.1306803,153.530238031,5.317354144,5.317354144,105.317354144,142343.0,142343.0,142343.0,142343.0,671365.7,97773.4,1116297.3,1116297.3,120097.0,1116297.3,1116297.3,598.395589011,150.377376445,5.824163001,5.824163001,105.824163001,186548.4,186548.4,186548.4,186548.4,742330.6,108108.3,9.29497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62584.6
2017,-282393.1,-282393.1,-282393.1,-282393.1,406.0,-69553.9,-69553.9,-69553.9,-69553.9,10660228.5,10660228.5,1039330.6,10660228.5,10660228.5,1467.562777854,177.81942122,2.818502971,2.818502971,100.679541021,726389.9,726389.9,726389.9,726389.9,5994974.2,873069.6,0.0,0.0,0.0,0.0,0.0,9001120.3,9001120.3,9001120.3,9001120.3,1412.148282291,637406.2,637406.2,637406.2,637406.2,7114591.0,7114591.0,693644.8,7114591.0,7114591.0,1320.984132357,175.423366836,4.158443597,4.158443597,103.345726099,538582.6,538582.6,538582.6,538582.6,4055668.9,590641.6,1886529.3,1886529.3,183929.2,1886529.3,1886529.3,1908.987622645,171.457552589,2.637124594,2.637124594,102.098920429,98823.5,98823.5,98823.5,98823.5,1100289.4,160239.1,1941501.3,1941501.3,1941501.3,1941501.3,1224.631015264,158537.7,158537.7,158537.7,158537.7,1616325.0,1616325.0,157585.4,1616325.0,1616325.0,1073.773813316,163.249471882,13.380574048,13.380574048,106.82891252,150527.5,150527.5,150527.5,150527.5,990095.1,144191.1,1616325.0,1616325.0,150527.5,150527.5,150527.5,150527.5,929456.1,929456.1,62708.8,62708.8,62708.8,62708.8,482050.8,482050.8,67212.1,67212.1,198135.8,198135.8,20050.8,20050.8,6682.3,6682.3,555.7,555.7,325176.2,325176.2,325176.2,325176.2,8010.1,8010.1,8010.1,8010.1,325176.2,325176.2,325176.2,325176.2,8010.1,8010.1,8010.1,8010.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206768.1,1206768.1,117655.2,1206768.1,1206768.1,826.180945165,175.166942402,2.615390881,2.615390881,108.071814619,146065.8,146065.8,146065.8,146065.8,688924.6,100330.6,1489161.2,1489161.2,145187.4,1489161.2,1489161.2,690.642418586,173.559091804,15.583795633,15.583795633,122.315584294,215619.7,215619.7,215619.7,215619.7,858013.9,124955.6,10.25682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18010.1
2018,-278553.7,-278553.7,-278553.7,-278553.7,472.2,-58990.8,-58990.8,-58990.8,-58990.8,14744810.7,14744810.7,1036459.3,14744810.7,14744810.7,2084.433257437,252.563448053,-2.617396456,-2.617396456,98.044358283,707377.4,707377.4,707377.4,707377.4,5838062.0,850217.9,0.0,0.0,0.0,0.0,0.0,12573678.5,12573678.5,12573678.5,12573678.5,2016.816319897,623441.9,623441.9,623441.9,623441.9,10243246.9,10243246.9,720030.2,10243246.9,10243246.9,1945.582029709,258.368395007,-2.245726072,-2.245726072,101.024864183,526487.5,526487.5,526487.5,526487.5,3964589.7,577377.4,2330431.7,2330431.7,163813.4,2330431.7,2330431.7,2403.637021251,215.884962315,-1.891409304,-1.891409304,100.167811949,96954.4,96954.4,96954.4,96954.4,1079478.5,157208.3,2449685.9,2449685.9,2449685.9,2449685.9,1713.950459876,142926.3,142926.3,142926.3,142926.3,2248738.4,2248738.4,158070.9,2248738.4,2248738.4,1584.972124791,240.968683638,-5.745647968,-5.745647968,100.690899279,141878.7,141878.7,141878.7,141878.7,933207.7,135906.4,2248738.4,2248738.4,141878.7,141878.7,141878.7,141878.7,1334684.5,1334684.5,62944.7,62944.7,62944.7,62944.7,685602.6,685602.6,62493.5,62493.5,210428.3,210428.3,15481.9,15481.9,18023.0,18023.0,958.6,958.6,200947.5,200947.5,200947.5,200947.5,1047.6,1047.6,1047.6,1047.6,200947.5,200947.5,200947.5,200947.5,1047.6,1047.6,1047.6,1047.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128662.0,2128662.0,149630.4,2128662.0,2128662.0,1447.976666834,307.00011527,0.645996252,0.645996252,108.769954491,147009.4,147009.4,147009.4,147009.4,693375.0,100978.7,2407215.7,2407215.7,169210.8,2407215.7,2407215.7,1168.550235237,293.657777306,-4.46133705,-4.46133705,116.858673814,206000.2,206000.2,206000.2,206000.2,819735.0,119381.0,14.22614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12853.9
2019,693996.9,693996.9,693996.9,693996.9,-11303.8,-6139.5,-6139.5,-6139.5,-6139.5,21558444.1,21558444.1,1033942.5,21558444.1,21558444.1,3109.882268619,376.813498825,-2.000861003,-2.000861003,96.082626952,693223.8,693223.8,693223.8,693223.8,5721250.5,833206.2,0.0,0.0,0.0,0.0,0.0,17800985.8,17800985.8,17800985.8,17800985.8,3043.011236479,584979.3,584979.3,584979.3,584979.3,14256078.8,14256078.8,683721.2,14256078.8,14256078.8,2884.502255039,383.05463694,-6.126910691,-6.126910691,94.835160979,494230.1,494230.1,494230.1,494230.1,3721682.9,542002.0,3544907.1,3544907.1,170013.7,3544907.1,3544907.1,3906.268694516,350.845265925,-6.40012828,-6.40012828,93.756943489,90749.2,90749.2,90749.2,90749.2,1010390.4,147146.8,3063461.5,3063461.5,3063461.5,3063461.5,2678.224837124,114384.0,114384.0,114384.0,114384.0,3061093.4,3061093.4,146810.0,3061093.4,3061093.4,2567.021974803,390.273050524,-15.951552366,-15.951552366,84.629137753,119246.9,119246.9,119246.9,119246.9,784346.6,114227.2,3061093.4,3061093.4,119246.9,119246.9,119246.9,119246.9,1884041.3,1884041.3,59326.5,59326.5,59326.5,59326.5,914471.9,914471.9,49604.0,49604.0,232754.2,232754.2,9403.0,9403.0,29826.0,29826.0,913.4,913.4,9165.5,9165.5,9165.5,9165.5,-4606.1,-4606.1,-4606.1,-4606.1,2368.0,2368.0,2368.0,2368.0,-4862.8,-4862.8,-4862.8,-4862.8,-6797.5,-6797.5,-6797.5,-6797.5,-256.7,-256.7,-256.7,-256.7,3864324.9,3864324.9,185332.9,3864324.9,3864324.9,2395.079348337,507.804892759,9.751025388,9.751025388,119.376140368,161344.3,161344.3,161344.3,161344.3,760986.1,110825.1,3170328.0,3170328.0,152048.9,3170328.0,3170328.0,1892.915529303,475.691459556,-18.697229507,-18.697229507,95.009339372,167483.9,167483.9,167483.9,167483.9,666467.3,97060.0,20.85072,0.0,-6797.5,0.0,0.0,0.0,0.0,0.0,110311.7
2020,818234.5,818234.5,818234.5,818234.5,-15015.7,-5449.2,-5449.2,-5449.2,-5449.2,27209814.1,27209814.1,943733.5,27209814.1,27209814.1,4356.419109322,527.851984462,-9.900484821,-9.900484821,86.569981055,624591.3,624591.3,624591.3,624591.3,5154819.0,750714.8,,,,,,22469242.6,22469242.6,22469242.6,22469242.6,4296.302915496,522990.2,522990.2,522990.2,522990.2,17878128.6,17878128.6,620077.3,17878128.6,17878128.6,4118.667415336,546.948662877,-12.171365652,-12.171365652,83.29242677,434075.6,434075.6,434075.6,434075.6,3268703.2,476033.0,4591113.9,4591113.9,159236.2,4591113.9,4591113.9,5163.508151634,463.765432499,-2.021572392,-2.021572392,91.861579004,88914.6,88914.6,88914.6,88914.6,989964.7,144172.1,3922337.1,3922337.1,3922337.1,3922337.1,3664.013566965,107050.3,107050.3,107050.3,107050.3,3886243.2,3886243.2,134788.8,3886243.2,3886243.2,3748.807147725,569.94385546,-13.065957926,-13.065957926,73.57153022,103666.1,103666.1,103666.1,103666.1,681864.2,99302.3,3886243.2,3886243.2,103666.1,103666.1,103666.1,103666.1,2156541.3,2156541.3,46734.7,46734.7,46734.7,46734.7,1304536.2,1304536.2,45801.9,45801.9,370663.6,370663.6,10242.9,10242.9,54502.0,54502.0,886.6,886.6,36093.9,36093.9,36093.9,36093.9,3384.2,3384.2,3384.2,3384.2,36093.9,36093.9,36093.9,36093.9,3384.2,3384.2,3384.2,3384.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4518302.4,4518302.4,156710.9,4518302.4,4518302.4,3391.875025006,719.145582597,-17.437710865,-17.437710865,98.559674168,133209.6,133209.6,133209.6,133209.6,628287.6,91499.8,3700067.9,3700067.9,128331.6,3700067.9,3700067.9,2668.470260128,670.589095588,-17.21067122,-17.21067122,78.657594345,138658.8,138658.8,138658.8,138658.8,551763.8,80355.3,28.8321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137763.1
2021,1419655.2,1419655.2,1419655.2,1419655.2,-6318.4,-22468.6,-22468.6,-22468.6,-22468.6,46346227.4,46346227.4,1091827.3,46346227.4,46346227.4,6701.934757233,812.049867692,10.718009935,10.718009935,95.848560225,691535.0,691535.0,691535.0,691535.0,5707313.0,831176.4,69952.3,69952.3,-968.2,-968.2,-968.2,36487724.0,36487724.0,36487724.0,36487724.0,6361.796675405,573544.3,573544.3,573544.3,573544.3,29193527.2,29193527.2,687743.0,29193527.2,29193527.2,6094.48882369,809.332771231,10.352951039,10.352951039,91.915650933,479015.2,479015.2,479015.2,479015.2,3607110.5,525316.4,7294196.8,7294196.8,171837.1,7294196.8,7294196.8,7716.347481751,693.051143156,6.314498829,6.314498829,97.662177334,94529.1,94529.1,94529.1,94529.1,1052476.0,153275.8,8368895.9,8368895.9,8368895.9,8368895.9,5917.448314827,141427.4,141427.4,141427.4,141427.4,8168934.3,8168934.3,192444.3,8168934.3,8168934.3,5889.261892816,895.364444405,33.803557673,33.803557673,98.44132487,138709.0,138709.0,138709.0,138709.0,912358.6,132870.0,8168934.3,8168934.3,138709.0,138709.0,138709.0,138709.0,4585531.1,4585531.1,61433.3,61433.3,61433.3,61433.3,2667261.5,2667261.5,61683.7,61683.7,806416.6,806416.6,14553.5,14553.5,109725.1,109725.1,1038.5,1038.5,199961.6,199961.6,199961.6,199961.6,2718.5,2718.5,2718.5,2718.5,199961.6,199961.6,199961.6,199961.6,2718.5,2718.5,2718.5,2718.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8340739.6,8340739.6,196491.7,8340739.6,8340739.6,5770.997981197,1223.567399965,8.497113944,8.497113944,106.934401985,144528.5,144528.5,144528.5,144528.5,681673.9,99274.6,6921084.3,6921084.3,163047.3,6921084.3,6921084.3,4144.433356118,1041.500015021,20.437478385,20.437478385,94.733223187,166997.1,166997.1,166997.1,166997.1,664530.4,96777.9,42.44831,69952.3,69952.3,69952.3,-968.2,-968.2,-968.2,-968.2,118224.5
2022,781999.7,781999.7,781999.7,781999.7,-1778.1,-43979.4,-43979.4,-43979.4,-43979.4,82436433.7,82436433.7,1226625.0,82436433.7,82436433.7,11357.851905276,1376.190976344,4.956369971,4.956369971,100.599169482,725810.1,725810.1,725810.1,725810.1,5990188.5,872372.6,419632.4,419632.4,-4041.3,-4041.3,-4041.3,66705343.0,66705343.0,66705343.0,66705343.0,10730.447876705,621645.5,621645.5,621645.5,621645.5,54012667.1,54012667.1,803689.4,54012667.1,54012667.1,10281.788045729,1365.395565238,9.667436352,9.667436352,100.801537984,525323.7,525323.7,525323.7,525323.7,3955825.6,576101.1,12692675.9,12692675.9,188862.5,12692675.9,12692675.9,13177.366999085,1183.537844051,1.89640179,1.89640179,99.514244614,96321.8,96321.8,96321.8,96321.8,1072435.2,156182.6,14529458.5,14529458.5,14529458.5,14529458.5,9547.213714372,152185.3,152185.3,152185.3,152185.3,14743186.7,14743186.7,219373.4,14743186.7,14743186.7,9570.542444694,1455.042002649,11.058109787,11.058109787,109.327074649,154047.6,154047.6,154047.6,154047.6,1013248.2,147563.0,14743186.7,14743186.7,154047.6,154047.6,154047.6,154047.6,8225823.1,8225823.1,64009.2,64009.2,64009.2,64009.2,4766254.7,4766254.7,73394.8,73394.8,1549877.1,1549877.1,15492.5,15492.5,201231.7,201231.7,1151.1,1151.1,-213728.1,-213728.1,-213728.1,-213728.1,-1862.2,-1862.2,-1862.2,-1862.2,-213728.1,-213728.1,-213728.1,-213728.1,-1862.2,-1862.2,-1862.2,-1862.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13436777.4,13436777.4,199934.5,13436777.4,13436777.4,8789.757980585,1863.605108451,5.770501979,5.770501979,113.105053769,152868.6,152868.6,152868.6,152868.6,721009.9,105003.3,12654777.6,12654777.6,188298.6,12654777.6,12654777.6,6428.706801547,1615.540088367,17.875057399,17.875057399,111.666841207,196848.0,196848.0,196848.0,196848.0,783315.6,114077.1,67.2059,419632.4,419632.4,419632.4,-4041.3,-4041.3,-4041.3,-4041.3,10985.3
